Open,High,Low,Close,Volume
2.950000047683716,3.009999990463257,2.890000104904175,2.8924999237060547,12676800
2.9000000953674316,3.197499990463257,2.862499952316284,3.115000009536743,47150400
3.137500047683716,3.365000009536743,3.134999990463257,3.177500009536743,33581600
3.2249999046325684,3.5299999713897705,3.1675000190734863,3.4749999046325684,38396400
3.557499885559082,3.565000057220459,3.325000047683716,3.4175000190734863,28732800
3.4000000953674316,3.8125,3.3550000190734863,3.6875,35440400
3.822499990463257,4.184999942779541,3.7200000286102295,4.019999980926514,50016800
4.542500019073486,4.855000019073486,4.139999866485596,4.139999866485596,127934000
4.277500152587891,4.349999904632568,3.940000057220459,3.950000047683716,50615600
3.924999952316284,4.170000076293945,3.8450000286102295,4.144999980926514,31533600
4.119999885559082,4.159999847412109,3.9674999713897705,4.03000020980835,25180000
4.074999809265137,4.322500228881836,4.065000057220459,4.224999904632568,35890800
4.25,4.375,4.054999828338623,4.087500095367432,29545200
4.09250020980835,4.302499771118164,3.9825000762939453,4.235000133514404,64480800
3.4800000190734863,3.682499885559082,3.307499885559082,3.4149999618530273,97431600
3.2799999713897705,3.6024999618530273,3.262500047683716,3.5299999713897705,30235600
3.4774999618530273,3.5,3.255000114440918,3.327500104904175,29987600
3.3350000381469727,3.3575000762939453,3.0350000858306885,3.180000066757202,40028400
3.194999933242798,3.505000114440918,3.119999885559082,3.4625000953674316,32759200
3.490000009536743,3.577500104904175,3.3949999809265137,3.4625000953674316,23460400
3.490000009536743,3.744999885559082,3.3975000381469727,3.7074999809265137,32779600
3.944999933242798,4.074999809265137,3.7950000762939453,3.9075000286102295,66475200
3.952500104904175,4.087500095367432,3.819999933242798,3.882499933242798,39504400
4.054999828338623,5.010000228881836,4.037499904632568,4.864999771118164,122610800
5.042500019073486,5.587500095367432,4.78249979019165,5.142499923706055,103321200
5.252500057220459,5.369999885559082,4.987500190734863,5.037499904632568,25048800
5.327499866485596,5.492499828338623,5.087500095367432,5.247499942779541,35863600
5.204999923706055,5.267499923706055,4.639999866485596,4.84499979019165,36965600
4.84499979019165,5.0,4.712500095367432,4.815000057220459,23737600
4.8125,4.949999809265137,4.699999809265137,4.710000038146973,27690800
4.75,4.775000095367432,4.287499904632568,4.3125,40090000
4.337500095367432,4.519999980926514,4.307499885559082,4.34250020980835,19846000
4.335000038146973,4.744999885559082,4.332499980926514,4.590000152587891,24224800
4.617499828338623,4.862500190734863,4.505000114440918,4.519999980926514,24517200
4.545000076293945,4.574999809265137,4.269999980926514,4.422500133514404,25928000
4.852499961853027,5.162499904632568,4.752500057220459,4.985000133514404,59632000
4.989999771118164,5.099999904632568,4.829999923706055,4.987500190734863,28242800
5.105000019073486,9.662500381469727,5.007500171661377,7.849999904632568,578006800
9.522500038146973,10.765000343322754,8.262499809265137,9.977499961853027,374869600
9.6225004196167,10.1875,8.5024995803833,8.875,187465600
10.387499809265137,11.380000114440918,9.15999984741211,9.84000015258789,298887600
9.342499732971191,10.297499656677246,9.015000343322754,9.779999732971191,133887200
9.807499885559082,11.1875,9.25,10.757499694824219,224867600
