Open,High,Low,Close,Volume
143.31481453585744,148.39055362514276,138.65807745478338,144.1627655029297,619694000
144.36479444623131,145.7879981410683,123.90760619132199,134.65969848632812,767206000
136.9397999720615,150.82540988424503,124.35894912539723,134.4143829345703,928126000
134.236713816087,143.10930286191265,124.67891653199139,138.40579223632812,729162000
138.83623393347133,143.02819806913996,112.20008305950088,113.56654357910156,761152000
112.86539954090895,122.26993833153409,101.39971575206799,113.220703125,850450000
114.30850512831574,118.7791282640645,104.54617218804438,108.44453430175781,770754000
107.41943130282417,119.11551178202389,103.57481328213439,115.76652526855469,789529700
114.75137624363818,121.8474471524637,107.28706315562421,107.70506286621094,515852700
107.7647785524458,111.08889004077724,95.10530191604596,95.19487762451172,613278900
96.29959673891098,104.32124305425927,91.36319842230495,94.060302734375,681488300
94.99583476118194,100.5592408394296,82.94345494222213,100.50947570800781,716522700
100.53932436958203,101.76347513762612,85.53108363592736,87.81018829345703,603127800
89.16371076137911,99.84265880126894,84.45622121799042,98.36969757080078,672897800
98.24032075939355,107.66526216495039,88.15852369022409,89.63147735595703,952580200
89.5518602287341,106.08281949009869,88.99451965915044,103.23643493652344,859933900
101.9028101400627,108.65054851759018,101.44499981044999,106.82925415039062,604106300
106.33162323688806,125.82841275820857,103.21651934236554,122.28535461425781,820545400
122.2356047187508,128.42600269847333,115.54757821684221,119.13044738769531,656756700
118.67263735239432,133.10365192668198,114.80114712143843,132.0885009765625,708341500
130.15772656010208,137.34337385647325,125.77866094750904,135.52207946777344,593289000
136.80593678883153,138.49784471610624,126.61465586498325,130.23733520507812,477542100
130.58568791096727,140.54805321676847,119.63802012795388,123.48960876464844,680712800
123.47965381465264,138.75661441997283,123.1313206920087,131.89939880371094,535220300
131.23258446688433,142.00109285521245,127.29142784670876,139.02532958984375,619903000
137.8907523232541,153.0482804538438,134.5069211431749,139.43338012695312,580875000
141.4437512047867,148.7289280296964,134.76568763480324,137.80117797851562,647669400
137.77131525332217,151.5355111865176,130.04824434289233,150.2118377685547,672605900
