Open,High,Low,Close,Volume
22.599292673934343,23.567217229579526,21.87334966929157,23.5499324798584,72791200
23.532646518612456,24.077104568246583,19.842436709721166,20.3609676361084,119438700
20.412825997313547,21.726435854356975,18.917727889322787,19.56589126586914,103923800
19.728202819932715,19.884569295992396,18.5250531548517,18.64232635498047,76410300
18.633632817865124,21.732288080203197,18.546762406504918,21.67408561706543,104767700
21.630659559878648,23.654733290655827,21.535103554531812,23.220382690429688,98620100
23.313939294043788,23.986037554770576,22.711670980773107,23.59325408935547,77249200
23.645625926492684,24.405008325308586,22.38871511916575,23.156827926635742,84628500
23.148099878039325,23.296485197700004,19.765788962537695,20.066923141479492,121124800
20.25072821668369,20.557823651012484,18.741575758158405,19.759376525878906,89562200
19.768154027101055,20.70698749943086,16.451525819430913,16.872684478759766,94745800
16.934104725818813,18.495903649717384,9.914787264044513,14.0035400390625,155594800
13.515918846214287,17.879604637899334,13.312338758190334,17.295419692993164,90993400
16.959071475148153,18.534601700150283,15.489757472789256,18.092037200927734,77459600
18.003521110720968,19.486111272895787,15.772995982892864,16.48110008239746,100192500
16.591989654540743,17.554360586516136,16.03951666599545,16.62763214111328,71865400
16.600896812968053,18.178116151770848,16.12416693310065,17.135547637939453,55937300
17.02862013220289,17.39396452952646,15.718725229966802,16.805849075317383,76051900
16.9987472030887,17.384674672931713,15.176811219912109,15.589664459228516,81699500
15.787115388589775,18.237303984963457,15.634539447871166,16.765396118164062,64561900
16.828219509440792,17.725724549944303,15.607612106562417,17.644948959350586,78929900
17.75916456613932,19.875073379074536,17.29800477617237,18.05756187438965,79425800
18.102779791296452,21.882481255928777,15.47597726774731,15.59804916381836,118051900
16.285268166246627,17.747416291338997,14.644081600817902,15.986870765686035,197456300
16.089564898330504,16.463316699793268,15.159742580131384,15.378525733947754,94253000
15.414986218700488,15.551724366146914,14.102297047390993,14.740409851074219,133710700
14.858919938446704,17.26551930934023,14.640138493587358,16.909997940063477,105337500
17.140966301670655,18.01409935245781,16.28621540528336,17.600509643554688,81933300
17.692420027739985,17.784329053812534,16.267836259181454,17.545366287231445,70075200
17.683226891834277,17.830280615228514,15.174120764274116,15.716382026672363,79919000
15.95040260001296,18.62888526438757,15.468462642327182,18.156211853027344,96043800
18.165478282081025,19.43520712694142,17.544515445446752,18.424983978271484,88923500
18.712299470731416,21.196151227322844,18.679861253352446,21.103469848632812,85297300
21.303659031320187,21.462362962481325,19.73062421228227,20.36077117919922,102583800
20.5101397680927,21.355005091417333,18.91283343236945,21.303659439086914,83394500
21.27565265437638,22.036496313835833,20.26274772658781,21.70508575439453,94431500
21.92743711885739,25.050521040384226,21.71107930610318,23.536014556884766,108165600
23.517202844748553,25.492648242551468,21.52764769938925,24.805946350097656,129553600
24.79653984745984,25.765447479565136,20.544629040695302,21.49472427368164,125734800
21.874368349844868,24.519774007840677,19.90690888330299,24.510292053222656,84322900
24.36806422431402,24.766297241026855,22.760908322528003,23.46729850769043,85169100
23.391443124177645,24.50554639696462,19.835792072520107,19.911645889282227,87480800
20.40904866415623,22.185408165984686,19.828387177060222,21.93709945678711,85683900
22.166305538338957,23.866264204215565,21.38317910603426,23.235942840576172,75440900
23.369647389091984,23.904466964018415,21.81676488465338,22.156757354736328,70362300
22.374360752080335,22.480264080961327,20.458484107757425,22.201065063476562,58566300
22.008516574087384,22.97608175764472,21.069832782206767,21.170921325683594,56125000
21.25756637857421,26.273505794279117,20.391089852410005,23.106050491333008,127449700
23.17332405071248,24.376630655754084,22.270846873288654,23.15391731262207,55057200
23.153916636959234,24.949168495826243,21.999131538104155,23.26066017150879,72265200
23.328591173962646,25.6138998030574,23.28006970092898,25.473190307617188,77810700
25.59420030354112,27.93740067818256,25.32025559020263,27.453105926513672,46920800
